Gurutto_0-0-Webcam-R-000.png,25.68,0.793
Gurutto_0-0-Webcam-R-001.png,25.47,0.792
Gurutto_0-0-Webcam-R-002.png,25.61,0.798
Gurutto_0-0-Webcam-R-003.png,25.44,0.791
Gurutto_0-0-Webcam-R-004.png,25.37,0.793
Gurutto_0-0-Webcam-R-005.png,25.26,0.791
Gurutto_0-0-Webcam-R-006.png,25.26,0.791
Gurutto_0-0-Webcam-R-007.png,25.71,0.790
Gurutto_0-0-Webcam-R-008.png,25.22,0.791
Gurutto_0-0-Webcam-R-009.png,25.51,0.786
Gurutto_0-0-Webcam-R-010.png,24.91,0.785
Gurutto_0-0-Webcam-R-011.png,24.93,0.787
Gurutto_0-0-Webcam-R-012.png,24.93,0.787
Gurutto_0-0-Webcam-R-013.png,24.82,0.781
Gurutto_0-0-Webcam-R-014.png,25.28,0.782
Gurutto_0-0-Webcam-R-015.png,25.32,0.778
Gurutto_0-0-Webcam-R-016.png,25.38,0.783
Gurutto_0-0-Webcam-R-017.png,25.70,0.781
Gurutto_0-0-Webcam-R-018.png,25.70,0.781
Gurutto_0-0-Webcam-R-019.png,25.46,0.778
Gurutto_0-0-Webcam-R-020.png,25.28,0.775
Gurutto_0-0-Webcam-R-021.png,25.34,0.775
Gurutto_0-0-Webcam-R-022.png,25.16,0.772
Gurutto_0-0-Webcam-R-023.png,25.27,0.771
Gurutto_0-0-Webcam-R-024.png,25.27,0.771
Gurutto_0-0-Webcam-R-025.png,25.27,0.766
Gurutto_0-0-Webcam-R-026.png,25.28,0.776
Gurutto_0-0-Webcam-R-027.png,25.28,0.777
Gurutto_0-0-Webcam-R-028.png,25.51,0.777
Gurutto_0-0-Webcam-R-029.png,25.25,0.774
Gurutto_0-0-Webcam-R-030.png,25.24,0.774
Gurutto_0-0-Webcam-R-031.png,25.14,0.775
Gurutto_0-0-Webcam-R-032.png,25.06,0.771
Gurutto_0-0-Webcam-R-033.png,25.77,0.778
Gurutto_0-0-Webcam-R-034.png,26.09,0.783
Gurutto_0-0-Webcam-R-035.png,26.02,0.777
Gurutto_0-0-Webcam-R-036.png,26.02,0.777
Gurutto_0-0-Webcam-R-037.png,25.68,0.772
Gurutto_0-0-Webcam-R-038.png,26.02,0.779
Gurutto_0-0-Webcam-R-039.png,25.64,0.775
Gurutto_0-0-Webcam-R-040.png,25.51,0.773
Gurutto_0-0-Webcam-R-041.png,25.53,0.773
Gurutto_0-0-Webcam-R-042.png,25.92,0.774
Gurutto_0-0-Webcam-R-043.png,25.82,0.773
Gurutto_0-0-Webcam-R-044.png,25.67,0.773
Gurutto_0-0-Webcam-R-045.png,25.67,0.772
Gurutto_0-0-Webcam-R-046.png,26.01,0.774
Gurutto_0-0-Webcam-R-047.png,25.94,0.775
Gurutto_0-0-Webcam-R-048.png,25.94,0.775
Gurutto_0-0-Webcam-R-049.png,25.70,0.773
Gurutto_0-0-Webcam-R-050.png,25.55,0.771
Gurutto_0-0-Webcam-R-051.png,25.66,0.771
Gurutto_0-0-Webcam-R-052.png,25.69,0.769
Gurutto_0-0-Webcam-R-053.png,25.49,0.765
Gurutto_0-0-Webcam-R-054.png,25.49,0.765
Gurutto_0-0-Webcam-R-055.png,25.08,0.765
Gurutto_0-0-Webcam-R-056.png,25.18,0.766
Gurutto_0-0-Webcam-R-057.png,25.22,0.764
Gurutto_0-0-Webcam-R-058.png,25.26,0.768
Gurutto_0-0-Webcam-R-059.png,25.30,0.769
Gurutto_0-0-Webcam-R-060.png,25.29,0.769
Gurutto_0-0-Webcam-R-061.png,25.24,0.765
Gurutto_0-0-Webcam-R-062.png,24.42,0.757
Gurutto_0-0-Webcam-R-063.png,24.62,0.755
Gurutto_0-0-Webcam-R-064.png,24.57,0.761
Gurutto_0-0-Webcam-R-065.png,25.10,0.766
Gurutto_0-0-Webcam-R-066.png,25.10,0.766
Gurutto_0-0-Webcam-R-067.png,25.27,0.765
Gurutto_0-0-Webcam-R-068.png,25.27,0.761
Gurutto_0-0-Webcam-R-069.png,25.09,0.761
Gurutto_0-0-Webcam-R-070.png,25.59,0.765
Gurutto_0-0-Webcam-R-071.png,25.31,0.759
Gurutto_0-0-Webcam-R-072.png,25.30,0.759
Gurutto_0-0-Webcam-R-073.png,24.76,0.755
Gurutto_0-0-Webcam-R-074.png,24.99,0.758
Gurutto_0-0-Webcam-R-075.png,24.98,0.752
Gurutto_0-0-Webcam-R-076.png,25.24,0.759
Gurutto_0-0-Webcam-R-077.png,25.41,0.761
Gurutto_0-0-Webcam-R-078.png,25.37,0.761
Gurutto_0-0-Webcam-R-079.png,25.33,0.763
Gurutto_0-0-Webcam-R-080.png,25.36,0.759
Gurutto_0-0-Webcam-R-081.png,25.03,0.756
Gurutto_0-0-Webcam-R-082.png,25.28,0.759
Gurutto_0-0-Webcam-R-083.png,24.83,0.757
Gurutto_0-0-Webcam-R-084.png,24.82,0.757
Gurutto_0-0-Webcam-R-085.png,25.59,0.763
Gurutto_0-0-Webcam-R-086.png,24.94,0.758
Gurutto_0-0-Webcam-R-087.png,25.22,0.758
Gurutto_0-0-Webcam-R-088.png,24.97,0.758
Gurutto_0-0-Webcam-R-089.png,25.13,0.763
Gurutto_0-0-Webcam-R-090.png,25.13,0.763
Gurutto_0-0-Webcam-R-091.png,24.73,0.757
Gurutto_0-0-Webcam-R-092.png,24.75,0.758
Gurutto_0-0-Webcam-R-093.png,24.78,0.761
Gurutto_0-0-Webcam-R-094.png,24.99,0.763
Gurutto_0-0-Webcam-R-095.png,25.02,0.758
Gurutto_0-0-Webcam-R-096.png,25.02,0.758
Gurutto_0-0-Webcam-R-097.png,25.09,0.758
Gurutto_0-0-Webcam-R-098.png,25.45,0.762
Gurutto_0-0-Webcam-R-099.png,25.37,0.774
Gurutto_0-0-Webcam-R-100.png,25.40,0.774
Gurutto_0-0-Webcam-R-101.png,25.54,0.775
Gurutto_0-0-Webcam-R-102.png,25.52,0.775
Gurutto_0-0-Webcam-R-103.png,25.20,0.771
Gurutto_0-0-Webcam-R-104.png,25.27,0.766
Gurutto_0-0-Webcam-R-105.png,25.29,0.769
Gurutto_0-0-Webcam-R-106.png,25.12,0.769
Gurutto_0-0-Webcam-R-107.png,25.10,0.765
Gurutto_0-0-Webcam-R-108.png,25.10,0.766
Gurutto_0-0-Webcam-R-109.png,25.22,0.768
Gurutto_0-0-Webcam-R-110.png,25.08,0.768
Gurutto_0-0-Webcam-R-111.png,25.13,0.770
Gurutto_0-0-Webcam-R-112.png,25.06,0.770
Gurutto_0-0-Webcam-R-113.png,24.69,0.764
Gurutto_0-0-Webcam-R-114.png,24.69,0.764
Gurutto_0-0-Webcam-R-115.png,24.54,0.766
Gurutto_0-0-Webcam-R-116.png,24.66,0.766
Gurutto_0-0-Webcam-R-117.png,24.65,0.765
Gurutto_0-0-Webcam-R-118.png,24.32,0.765
Gurutto_0-0-Webcam-R-119.png,24.44,0.763
Gurutto_0-0-Webcam-R-120.png,24.44,0.763
Gurutto_0-0-Webcam-R-121.png,24.43,0.762
Gurutto_0-0-Webcam-R-122.png,24.44,0.760
Gurutto_0-0-Webcam-R-123.png,24.48,0.758
Gurutto_0-0-Webcam-R-124.png,24.74,0.766
Gurutto_0-0-Webcam-R-125.png,24.71,0.766
Gurutto_0-0-Webcam-R-126.png,24.71,0.766
Gurutto_0-0-Webcam-R-127.png,24.50,0.759
Gurutto_0-0-Webcam-R-128.png,24.56,0.764
Gurutto_0-0-Webcam-R-129.png,25.73,0.770
Gurutto_0-0-Webcam-R-130.png,25.59,0.764
Gurutto_0-0-Webcam-R-131.png,25.54,0.767
Gurutto_0-0-Webcam-R-132.png,25.54,0.767
Gurutto_0-0-Webcam-R-133.png,25.12,0.767
Gurutto_0-0-Webcam-R-134.png,25.00,0.765
Gurutto_0-0-Webcam-R-135.png,25.20,0.765
Gurutto_0-0-Webcam-R-136.png,25.63,0.764
Gurutto_0-0-Webcam-R-137.png,25.29,0.757
Gurutto_0-0-Webcam-R-138.png,25.29,0.757
Gurutto_0-0-Webcam-R-139.png,25.22,0.763
Gurutto_0-0-Webcam-R-140.png,25.28,0.759
Gurutto_0-0-Webcam-R-141.png,25.16,0.762
Gurutto_0-0-Webcam-R-142.png,25.11,0.762
